Time (s),Cars,Trucks,Buses,Total Vehicles,Green Light (s),Red Light (s),Current Phase,Emergency Detected,timestamp,vehicle,count,emergency
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,15.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,14.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,14.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,15.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:55,car,13.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,14.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,12.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:55,car,13.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:55,car,12.0,False
,,,,,,,,,2025-07-25 09:43:55,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:56,car,12.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:56,car,12.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:56,car,13.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:56,car,13.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:56,car,12.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:56,car,14.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:56,car,11.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:56,car,11.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:56,car,12.0,False
,,,,,,,,,2025-07-25 09:43:56,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,11.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,12.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,11.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,11.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,12.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,14.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,13.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,13.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:57,car,15.0,False
,,,,,,,,,2025-07-25 09:43:57,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:58,car,12.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,car,12.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:58,car,12.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,car,13.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:58,car,13.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,car,13.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,car,14.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,car,13.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:58,car,13.0,False
,,,,,,,,,2025-07-25 09:43:58,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:58,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,15.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,15.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,14.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,14.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,14.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,12.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,1.0,False
,,,,,,,,,2025-07-25 09:43:59,car,12.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,2.0,False
,,,,,,,,,2025-07-25 09:43:59,car,12.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,2.0,False
,,,,,,,,,2025-07-25 09:43:59,car,12.0,False
,,,,,,,,,2025-07-25 09:43:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:43:59,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,12.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:00,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,12.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:00,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,12.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:00,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,13.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:00,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,15.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,17.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,17.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:00,car,18.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:00,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:00,car,16.0,False
,,,,,,,,,2025-07-25 09:44:00,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:00,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:01,car,16.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:01,car,16.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:01,car,17.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:01,car,16.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:01,car,17.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,car,15.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:01,car,15.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:01,car,17.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:01,car,17.0,False
,,,,,,,,,2025-07-25 09:44:01,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,car,16.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,car,14.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,car,15.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,car,15.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,car,14.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:02,car,15.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:02,car,16.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:02,car,15.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:02,car,13.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:02,car,13.0,False
,,,,,,,,,2025-07-25 09:44:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:02,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,14.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,15.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,14.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,12.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,12.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,15.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,car,17.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:03,car,17.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:03,car,15.0,False
,,,,,,,,,2025-07-25 09:44:03,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:03,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,15.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,16.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,12.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,13.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,14.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,16.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,16.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:04,car,14.0,False
,,,,,,,,,2025-07-25 09:44:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,car,15.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,car,15.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,car,16.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,car,16.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,car,17.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:05,car,15.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:05,car,16.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:05,car,15.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:05,car,15.0,False
,,,,,,,,,2025-07-25 09:44:05,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,14.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,16.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,16.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,17.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,15.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,16.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,17.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,16.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:06,car,18.0,False
,,,,,,,,,2025-07-25 09:44:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:06,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:07,car,18.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:07,car,16.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:07,car,17.0,False
,,,,,,,,,2025-07-25 09:44:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,car,16.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:08,car,18.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,car,16.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,car,15.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:08,car,14.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,car,13.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,car,14.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:08,car,14.0,False
,,,,,,,,,2025-07-25 09:44:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:09,car,14.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:09,car,13.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:09,car,15.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:09,car,15.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:09,car,15.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:09,car,15.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:09,car,13.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:09,car,13.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:09,car,13.0,False
,,,,,,,,,2025-07-25 09:44:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,13.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,13.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,13.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,14.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:10,car,14.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,14.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,15.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,15.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,15.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:10,car,15.0,False
,,,,,,,,,2025-07-25 09:44:10,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,15.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,15.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,15.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,16.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,16.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,17.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,16.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,16.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:11,car,16.0,False
,,,,,,,,,2025-07-25 09:44:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,15.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,15.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,14.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,15.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,15.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,17.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,17.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,17.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,16.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:12,car,16.0,False
,,,,,,,,,2025-07-25 09:44:12,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:13,car,16.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,14.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:13,car,14.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,13.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,15.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,14.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,16.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,16.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:13,car,15.0,False
,,,,,,,,,2025-07-25 09:44:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,15.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,16.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,17.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,16.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,18.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,18.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:14,car,19.0,False
,,,,,,,,,2025-07-25 09:44:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,19.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,19.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,19.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,16.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,15.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,15.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,15.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,16.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:15,car,16.0,False
,,,,,,,,,2025-07-25 09:44:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,15.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,15.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,15.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,15.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,15.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,16.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,15.0,False
