Time (s),Cars,Trucks,Buses,Total Vehicles,Green Light (s),Red Light (s),Current Phase,Emergency Detected,timestamp,vehicle,count,emergency
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:16,car,17.0,False
,,,,,,,,,2025-07-25 09:44:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,17.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,16.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,16.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:17,car,17.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:17,car,15.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,15.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,15.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,15.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:17,car,14.0,False
,,,,,,,,,2025-07-25 09:44:17,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,14.0,False
,,,,,,,,,2025-07-25 09:44:18,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,14.0,False
,,,,,,,,,2025-07-25 09:44:18,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,15.0,False
,,,,,,,,,2025-07-25 09:44:18,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,15.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,15.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,15.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,15.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:18,car,15.0,False
,,,,,,,,,2025-07-25 09:44:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:19,car,14.0,False
,,,,,,,,,2025-07-25 09:44:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:19,car,14.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:19,car,14.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:19,car,15.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:19,car,15.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:19,car,15.0,False
,,,,,,,,,2025-07-25 09:44:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:19,car,14.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:19,car,14.0,False
,,,,,,,,,2025-07-25 09:44:19,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:20,car,15.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:20,car,15.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:20,car,14.0,False
,,,,,,,,,2025-07-25 09:44:20,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,14.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,14.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,14.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,13.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,13.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,14.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,12.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,13.0,False
,,,,,,,,,2025-07-25 09:44:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:21,car,13.0,False
,,,,,,,,,2025-07-25 09:44:21,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:21,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,14.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,14.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,13.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,15.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:22,car,15.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,14.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:22,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,14.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:22,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:22,car,14.0,False
,,,,,,,,,2025-07-25 09:44:22,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:22,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,14.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,14.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,13.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,13.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,14.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,13.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,12.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,11.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,car,11.0,False
,,,,,,,,,2025-07-25 09:44:23,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:23,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,12.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,11.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,11.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,12.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,12.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:24,car,13.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,13.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:24,car,11.0,False
,,,,,,,,,2025-07-25 09:44:24,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:24,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:25,car,11.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:25,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:25,car,10.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:25,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:25,car,13.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:25,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:25,car,11.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:25,car,11.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:25,car,11.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:25,car,13.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:25,car,14.0,False
,,,,,,,,,2025-07-25 09:44:25,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,12.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,12.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:26,car,13.0,False
,,,,,,,,,2025-07-25 09:44:26,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:27,car,13.0,False
,,,,,,,,,2025-07-25 09:44:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:27,car,13.0,False
,,,,,,,,,2025-07-25 09:44:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:27,car,14.0,False
,,,,,,,,,2025-07-25 09:44:27,car,13.0,False
,,,,,,,,,2025-07-25 09:44:27,car,14.0,False
,,,,,,,,,2025-07-25 09:44:27,car,14.0,False
,,,,,,,,,2025-07-25 09:44:27,car,14.0,False
,,,,,,,,,2025-07-25 09:44:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:27,car,14.0,False
,,,,,,,,,2025-07-25 09:44:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:27,car,14.0,False
,,,,,,,,,2025-07-25 09:44:27,car,13.0,False
,,,,,,,,,2025-07-25 09:44:27,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:28,car,10.0,False
,,,,,,,,,2025-07-25 09:44:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,car,12.0,False
,,,,,,,,,2025-07-25 09:44:28,car,11.0,False
,,,,,,,,,2025-07-25 09:44:28,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,10.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,10.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:29,car,11.0,False
,,,,,,,,,2025-07-25 09:44:29,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:29,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:30,car,10.0,False
,,,,,,,,,2025-07-25 09:44:30,car,11.0,False
,,,,,,,,,2025-07-25 09:44:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:30,car,11.0,False
,,,,,,,,,2025-07-25 09:44:30,car,12.0,False
,,,,,,,,,2025-07-25 09:44:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:30,car,12.0,False
,,,,,,,,,2025-07-25 09:44:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:30,car,11.0,False
,,,,,,,,,2025-07-25 09:44:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:30,car,12.0,False
,,,,,,,,,2025-07-25 09:44:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:30,car,13.0,False
,,,,,,,,,2025-07-25 09:44:30,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:31,car,12.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:31,car,12.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:31,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:31,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,10.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,12.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:32,car,11.0,False
,,,,,,,,,2025-07-25 09:44:32,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:33,car,11.0,False
,,,,,,,,,2025-07-25 09:44:33,car,12.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:33,car,11.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:33,car,12.0,False
,,,,,,,,,2025-07-25 09:44:33,car,12.0,False
,,,,,,,,,2025-07-25 09:44:33,car,10.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:33,car,12.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:33,car,11.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:33,car,10.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:33,car,11.0,False
,,,,,,,,,2025-07-25 09:44:33,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:34,car,12.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:34,car,12.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:34,car,11.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:34,car,12.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:34,car,12.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:34,car,10.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:34,car,11.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:34,car,10.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:34,car,11.0,False
,,,,,,,,,2025-07-25 09:44:34,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,car,11.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:35,car,12.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:35,car,11.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,car,12.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,car,11.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,car,11.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:35,car,11.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,car,11.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:35,car,9.0,False
,,,,,,,,,2025-07-25 09:44:35,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,car,9.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,car,10.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,car,11.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:36,car,11.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,car,10.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,car,10.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:36,car,8.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,bus,2.0,False
,,,,,,,,,2025-07-25 09:44:36,car,9.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:36,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:36,car,9.0,False
,,,,,,,,,2025-07-25 09:44:36,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,11.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,11.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,9.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:37,car,10.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,10.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:37,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:37,car,10.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,9.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,9.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:37,car,9.0,False
,,,,,,,,,2025-07-25 09:44:37,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,car,13.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:38,car,13.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,car,12.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,car,10.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,car,11.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,car,11.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:38,car,12.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:38,car,12.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,car,9.0,False
,,,,,,,,,2025-07-25 09:44:38,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:38,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:39,car,12.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:39,car,12.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:39,car,11.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,car,11.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,car,11.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:39,car,11.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,car,13.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:39,car,13.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,1.0,False
,,,,,,,,,2025-07-25 09:44:39,car,13.0,False
,,,,,,,,,2025-07-25 09:44:39,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:39,bus,1.0,False
,,,,,,,,,2025-07-25 09:44:40,car,12.0,False
,,,,,,,,,2025-07-25 09:44:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:40,car,11.0,False
,,,,,,,,,2025-07-25 09:44:40,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:40,car,12.0,False
,,,,,,,,,2025-07-25 09:44:40,truck,2.0,False
,,,,,,,,,2025-07-25 09:44:40,car,13.0,False
,,,,,,,,,2025-07-25 09:44:40,truck,3.0,False
,,,,,,,,,2025-07-25 09:44:40,car,13.0,False
,,,,,,,,,2025-07-25 09:44:40,truck,2.0,False
